Number,Date,End Time,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,net(kW-H)-1,net(kW-H)-2,net(kW-H)-3,net(kW-H)-5,Net kW-H,Counts
,,,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,0,7.409,68.628,32.506,108.543,1060
16356,7/27/2016,9:50:00,122.139,3.87,9:45:19,0.55,0.004,0.231,9:45:19,0.046,0.098,0.67,0.06,122.139,3.87,9:45:19,0.55,0.004,0.231,9:45:19,0.046,0.098,0.67,0.06,122.139,3.87,9:45:19,0.55,0.004,0.231,9:45:19,0.046,0.098,0.67,0.06,0.55,0.004,0.231,9:45:19,0.046,0,0.003,0.005,0.004,0.012,1
16386,7/27/2016,12:20:00,120.501,20.61,12:16:49,0.7,0.001,1.617,12:16:49,0.012,0.099,0.34,0.076,120.501,20.61,12:16:49,0.7,0.001,1.617,12:16:49,0.012,0.099,0.34,0.076,120.501,20.61,12:16:49,0.7,0.001,1.617,12:16:49,0.012,0.099,0.34,0.076,0.7,0.001,1.617,12:16:49,0.012,0,0.005,0.002,0,0.007,1
16387,7/27/2016,12:25:00,120.427,22.53,12:20:18,0.49,0.001,2.233,12:20:18,0.012,0.075,0.38,0.051,120.427,22.53,12:20:18,0.49,0.001,2.233,12:20:18,0.012,0.075,0.38,0.051,120.427,22.53,12:20:18,0.49,0.001,2.233,12:20:18,0.012,0.075,0.38,0.051,0.49,0.001,2.233,12:20:18,0.012,0,0.003,0.002,0,0.005,1
16388,7/27/2016,12:30:00,120.314,8.93,12:27:56,0.53,0.001,-0.969,12:27:56,0.012,0.078,0.38,0.054,120.314,8.93,12:27:56,0.53,0.001,-0.969,12:27:56,0.012,0.078,0.38,0.054,120.314,8.93,12:27:56,0.53,0.001,-0.969,12:27:56,0.012,0.078,0.38,0.054,0.53,0.001,-0.969,12:27:56,0.012,0,0.003,0.002,0,0.005,1
16389,7/27/2016,12:35:00,120.332,0.72,12:30:49,0.18,0.003,0.054,12:30:49,0.034,0.064,1,-0.003,120.332,0.72,12:30:49,0.18,0.003,0.054,12:30:49,0.034,0.064,1,-0.003,120.332,0.72,12:30:49,0.18,0.003,0.054,12:30:49,0.034,0.064,1,-0.003,0.18,0.003,0.054,12:30:49,0.034,0,0,0.003,0.003,0.006,1
16390,7/27/2016,12:40:00,120.423,0.66,12:39:13,0.21,0.003,0.043,12:39:13,0.041,0.076,1,-0.004,120.423,0.66,12:39:13,0.21,0.003,0.043,12:39:13,0.041,0.076,1,-0.004,120.423,0.66,12:39:13,0.21,0.003,0.043,12:39:13,0.041,0.076,1,-0.004,0.21,0.003,0.043,12:39:13,0.041,0,0,0.003,0.003,0.006,1
16391,7/27/2016,12:45:00,120.51,2.82,12:41:47,0.66,0.002,-1.245,12:41:47,0.028,0.114,0.55,0.061,120.51,2.82,12:41:47,0.66,0.002,-1.245,12:41:47,0.028,0.114,0.55,0.061,120.51,2.82,12:41:47,0.66,0.002,-1.245,12:41:47,0.028,0.114,0.55,0.061,0.66,0.002,-1.245,12:41:47,0.028,0,0.004,0.003,0.002,0.009,1
16392,7/27/2016,12:50:00,120.445,2.74,12:46:08,0.57,0.002,-0.681,12:46:08,0.026,0.1,0.58,0.05,120.445,2.74,12:46:08,0.57,0.002,-0.681,12:46:08,0.026,0.1,0.58,0.05,120.445,2.74,12:46:08,0.57,0.002,-0.681,12:46:08,0.026,0.1,0.58,0.05,0.57,0.002,-0.681,12:46:08,0.026,0,0.003,0.003,0.002,0.008,1
16393,7/27/2016,12:55:00,120.272,0.68,12:53:37,0.22,0.004,0.044,12:53:37,0.042,0.078,1,-0.004,120.272,0.68,12:53:37,0.22,0.004,0.044,12:53:37,0.042,0.078,1,-0.004,120.272,0.68,12:53:37,0.22,0.004,0.044,12:53:37,0.042,0.078,1,-0.004,0.22,0.004,0.044,12:53:37,0.042,0,0,0.004,0.004,0.008,1
16394,7/27/2016,13:00:00,120.31,0.68,12:59:11,0.22,0.004,0.044,12:59:11,0.043,0.08,-0.99,-0.004,120.31,0.68,12:59:11,0.22,0.004,0.044,12:59:11,0.043,0.08,-0.99,-0.004,120.31,0.68,12:59:11,0.22,0.004,0.044,12:59:11,0.043,0.08,-0.99,-0.004,0.22,0.004,0.044,12:59:11,0.043,0,0,0.004,0.004,0.008,1
16395,7/27/2016,13:05:00,120.213,0.69,13:04:46,0.22,0.004,0.045,13:04:46,0.044,0.081,-0.99,-0.005,120.213,0.69,13:04:46,0.22,0.004,0.045,13:04:46,0.044,0.081,-0.99,-0.005,120.213,0.69,13:04:46,0.22,0.004,0.045,13:04:46,0.044,0.081,-0.99,-0.005,0.22,0.004,0.045,13:04:46,0.044,0,0,0.004,0.004,0.008,1
16396,7/27/2016,13:10:00,120.22,0.7,13:05:24,0.22,0.004,0.045,13:05:24,0.044,0.081,-0.99,-0.005,120.22,0.7,13:05:24,0.22,0.004,0.045,13:05:24,0.044,0.081,-0.99,-0.005,120.22,0.7,13:05:24,0.22,0.004,0.045,13:05:24,0.044,0.081,-0.99,-0.005,0.22,0.004,0.045,13:05:24,0.044,0,0,0.004,0.004,0.008,1
16397,7/27/2016,13:15:00,120.16,0.7,13:14:33,0.23,0.004,0.046,13:14:33,0.044,0.081,-0.99,-0.005,120.16,0.7,13:14:33,0.23,0.004,0.046,13:14:33,0.044,0.081,-0.99,-0.005,120.16,0.7,13:14:33,0.23,0.004,0.046,13:14:33,0.044,0.081,-0.99,-0.005,0.23,0.004,0.046,13:14:33,0.044,0,0,0.004,0.004,0.008,1
16398,7/27/2016,13:20:00,120.303,0.7,13:19:59,0.23,0.004,0.046,13:19:59,0.044,0.082,-0.99,-0.005,120.303,0.7,13:19:59,0.23,0.004,0.046,13:19:59,0.044,0.082,-0.99,-0.005,120.303,0.7,13:19:59,0.23,0.004,0.046,13:19:59,0.044,0.082,-0.99,-0.005,0.23,0.004,0.046,13:19:59,0.044,0,0,0.004,0.004,0.008,1
16399,7/27/2016,13:25:00,120.637,0.7,13:24:12,0.23,0.004,0.046,13:24:12,0.045,0.082,-0.99,-0.005,120.637,0.7,13:24:12,0.23,0.004,0.046,13:24:12,0.045,0.082,-0.99,-0.005,120.637,0.7,13:24:12,0.23,0.004,0.046,13:24:12,0.045,0.082,-0.99,-0.005,0.23,0.004,0.046,13:24:12,0.045,0,0,0.004,0.004,0.008,1
16400,7/27/2016,13:30:00,120.523,13.74,13:29:22,0.2,0.003,0.884,13:29:22,0.038,0.072,1,-0.004,120.523,13.74,13:29:22,0.2,0.003,0.884,13:29:22,0.038,0.072,1,-0.004,120.523,13.74,13:29:22,0.2,0.003,0.884,13:29:22,0.038,0.072,1,-0.004,0.2,0.003,0.884,13:29:22,0.038,0,0,0.003,0.003,0.006,1
16409,7/27/2016,14:15:00,120.781,17.66,14:11:52,6.89,0.007,1.308,14:11:52,0.08,0.88,0.97,0.209,120.781,17.66,14:11:52,6.89,0.007,1.308,14:11:52,0.08,0.88,0.97,0.209,120.781,17.66,14:11:52,6.89,0.007,1.308,14:11:52,0.08,0.88,0.97,0.209,6.89,0.007,1.308,14:11:52,0.08,0,0,0.07,0.007,0.077,1
16410,7/27/2016,14:20:00,120.774,11.33,14:17:58,10.56,0.01,0.132,14:17:58,0.119,1.342,0.97,0.31,120.774,11.33,14:17:58,10.56,0.01,0.132,14:17:58,0.119,1.342,0.97,0.31,120.774,11.33,14:17:58,10.56,0.01,0.132,14:17:58,0.119,1.342,0.97,0.31,10.56,0.01,0.132,14:17:58,0.119,0,0,0.109,0.01,0.119,1
16411,7/27/2016,14:25:00,120.698,11.18,14:20:27,10.44,0.01,0.127,14:20:27,0.114,1.325,0.97,0.31,120.698,11.18,14:20:27,10.44,0.01,0.127,14:20:27,0.114,1.325,0.97,0.31,120.698,11.18,14:20:27,10.44,0.01,0.127,14:20:27,0.114,1.325,0.97,0.31,10.44,0.01,0.127,14:20:27,0.114,0,0,0.107,0.01,0.117,1
16412,7/27/2016,14:30:00,120.64,13.11,14:28:00,10.62,0.014,0.357,14:28:00,0.174,1.376,0.97,0.348,120.64,13.11,14:28:00,10.62,0.014,0.357,14:28:00,0.174,1.376,0.97,0.348,120.64,13.11,14:28:00,10.62,0.014,0.357,14:28:00,0.174,1.376,0.97,0.348,10.62,0.014,0.357,14:28:00,0.174,0,0,0.111,0.014,0.125,1
16413,7/27/2016,14:35:00,120.536,12.3,14:32:59,10.94,0.022,0.29,14:32:59,0.267,1.462,0.96,0.405,120.536,12.3,14:32:59,10.94,0.022,0.29,14:32:59,0.267,1.462,0.96,0.405,120.536,12.3,14:32:59,10.94,0.022,0.29,14:32:59,0.267,1.462,0.96,0.405,10.94,0.022,0.29,14:32:59,0.267,0,0,0.117,0.022,0.139,1
16414,7/27/2016,14:40:00,120.738,12.25,14:36:05,10.9,0.023,0.291,14:36:05,0.275,1.462,0.96,0.405,120.738,12.25,14:36:05,10.9,0.023,0.291,14:36:05,0.275,1.462,0.96,0.405,120.738,12.25,14:36:05,10.9,0.023,0.291,14:36:05,0.275,1.462,0.96,0.405,10.9,0.023,0.291,14:36:05,0.275,0,0,0.117,0.023,0.14,1
16415,7/27/2016,14:45:00,120.661,12.29,14:41:24,10.86,0.023,0.293,14:41:24,0.276,1.456,0.96,0.405,120.661,12.29,14:41:24,10.86,0.023,0.293,14:41:24,0.276,1.456,0.96,0.405,120.661,12.29,14:41:24,10.86,0.023,0.293,14:41:24,0.276,1.456,0.96,0.405,10.86,0.023,0.293,14:41:24,0.276,0,0,0.117,0.023,0.14,1
16416,7/27/2016,14:50:00,120.523,12.15,14:45:31,10.81,0.023,0.29,14:45:31,0.274,1.449,0.96,0.402,120.523,12.15,14:45:31,10.81,0.023,0.29,14:45:31,0.274,1.449,0.96,0.402,120.523,12.15,14:45:31,10.81,0.023,0.29,14:45:31,0.274,1.449,0.96,0.402,10.81,0.023,0.29,14:45:31,0.274,0,0,0.116,0.023,0.139,1
16417,7/27/2016,14:55:00,120.594,12.21,14:51:07,10.79,0.022,0.288,14:51:07,0.267,1.446,0.96,0.402,120.594,12.21,14:51:07,10.79,0.022,0.288,14:51:07,0.267,1.446,0.96,0.402,120.594,12.21,14:51:07,10.79,0.022,0.288,14:51:07,0.267,1.446,0.96,0.402,10.79,0.022,0.288,14:51:07,0.267,0,0,0.116,0.022,0.138,1
16418,7/27/2016,15:00:00,120.554,12.09,14:59:26,10.76,0.022,0.279,14:59:26,0.266,1.441,0.96,0.402,120.554,12.09,14:59:26,10.76,0.022,0.279,14:59:26,0.266,1.441,0.96,0.402,120.554,12.09,14:59:26,10.76,0.022,0.279,14:59:26,0.266,1.441,0.96,0.402,10.76,0.022,0.279,14:59:26,0.266,0,0,0.115,0.022,0.137,1
16419,7/27/2016,15:05:00,120.547,12.24,15:03:12,10.74,0.022,0.295,15:03:12,0.267,1.438,0.96,0.402,120.547,12.24,15:03:12,10.74,0.022,0.295,15:03:12,0.267,1.438,0.96,0.402,120.547,12.24,15:03:12,10.74,0.022,0.295,15:03:12,0.267,1.438,0.96,0.402,10.74,0.022,0.295,15:03:12,0.267,0,0,0.115,0.022,0.137,1
16420,7/27/2016,15:10:00,120.467,12.1,15:05:58,10.71,0.022,0.283,15:05:58,0.27,1.435,0.96,0.402,120.467,12.1,15:05:58,10.71,0.022,0.283,15:05:58,0.27,1.435,0.96,0.402,120.467,12.1,15:05:58,10.71,0.022,0.283,15:05:58,0.27,1.435,0.96,0.402,10.71,0.022,0.283,15:05:58,0.27,0,0,0.115,0.022,0.137,1
16421,7/27/2016,15:15:00,120.468,12.05,15:10:39,10.7,0.022,0.281,15:10:39,0.27,1.434,0.96,0.401,120.468,12.05,15:10:39,10.7,0.022,0.281,15:10:39,0.27,1.434,0.96,0.401,120.468,12.05,15:10:39,10.7,0.022,0.281,15:10:39,0.27,1.434,0.96,0.401,10.7,0.022,0.281,15:10:39,0.27,0,0,0.115,0.022,0.137,1
16422,7/27/2016,15:20:00,120.425,12.12,15:19:58,10.69,0.022,0.287,15:19:58,0.268,1.431,0.96,0.401,120.425,12.12,15:19:58,10.69,0.022,0.287,15:19:58,0.268,1.431,0.96,0.401,120.425,12.12,15:19:58,10.69,0.022,0.287,15:19:58,0.268,1.431,0.96,0.401,10.69,0.022,0.287,15:19:58,0.268,0,0,0.114,0.022,0.136,1
16423,7/27/2016,15:25:00,120.33,12.12,15:24:58,10.67,0.023,0.298,15:24:58,0.27,1.428,0.96,0.4,120.33,12.12,15:24:58,10.67,0.023,0.298,15:24:58,0.27,1.428,0.96,0.4,120.33,12.12,15:24:58,10.67,0.023,0.298,15:24:58,0.27,1.428,0.96,0.4,10.67,0.023,0.298,15:24:58,0.27,0,0,0.114,0.023,0.137,1
16424,7/27/2016,15:30:00,120.36,12.02,15:28:38,10.66,0.023,0.289,15:28:38,0.272,1.428,0.96,0.401,120.36,12.02,15:28:38,10.66,0.023,0.289,15:28:38,0.272,1.428,0.96,0.401,120.36,12.02,15:28:38,10.66,0.023,0.289,15:28:38,0.272,1.428,0.96,0.401,10.66,0.023,0.289,15:28:38,0.272,0,0,0.114,0.023,0.137,1
16425,7/27/2016,15:35:00,120.398,11.97,15:32:19,10.65,0.023,0.286,15:32:19,0.274,1.428,0.96,0.401,120.398,11.97,15:32:19,10.65,0.023,0.286,15:32:19,0.274,1.428,0.96,0.401,120.398,11.97,15:32:19,10.65,0.023,0.286,15:32:19,0.274,1.428,0.96,0.401,10.65,0.023,0.286,15:32:19,0.274,0,0,0.114,0.023,0.137,1
16426,7/27/2016,15:40:00,120.399,12.06,15:35:21,10.65,0.022,0.292,15:35:21,0.269,1.426,0.96,0.401,120.399,12.06,15:35:21,10.65,0.022,0.292,15:35:21,0.269,1.426,0.96,0.401,120.399,12.06,15:35:21,10.65,0.022,0.292,15:35:21,0.269,1.426,0.96,0.401,10.65,0.022,0.292,15:35:21,0.269,0,0,0.114,0.022,0.136,1
16427,7/27/2016,15:45:00,120.435,12.05,15:40:38,10.64,0.022,0.288,15:40:38,0.27,1.426,0.96,0.401,120.435,12.05,15:40:38,10.64,0.022,0.288,15:40:38,0.27,1.426,0.96,0.401,120.435,12.05,15:40:38,10.64,0.022,0.288,15:40:38,0.27,1.426,0.96,0.401,10.64,0.022,0.288,15:40:38,0.27,0,0,0.114,0.022,0.136,1
16428,7/27/2016,15:50:00,120.515,12.01,15:48:42,10.64,0.023,0.288,15:48:42,0.274,1.427,0.96,0.402,120.515,12.01,15:48:42,10.64,0.023,0.288,15:48:42,0.274,1.427,0.96,0.402,120.515,12.01,15:48:42,10.64,0.023,0.288,15:48:42,0.274,1.427,0.96,0.402,10.64,0.023,0.288,15:48:42,0.274,0,0,0.114,0.023,0.137,1
16429,7/27/2016,15:55:00,120.471,12.15,15:51:34,10.63,0.023,0.295,15:51:34,0.275,1.426,0.96,0.402,120.471,12.15,15:51:34,10.63,0.023,0.295,15:51:34,0.275,1.426,0.96,0.402,120.471,12.15,15:51:34,10.63,0.023,0.295,15:51:34,0.275,1.426,0.96,0.402,10.63,0.023,0.295,15:51:34,0.275,0,0,0.114,0.023,0.137,1
16430,7/27/2016,16:00:00,120.608,12,15:57:24,10.66,0.022,0.282,15:57:24,0.268,1.43,0.96,0.403,120.608,12,15:57:24,10.66,0.022,0.282,15:57:24,0.268,1.43,0.96,0.403,120.608,12,15:57:24,10.66,0.022,0.282,15:57:24,0.268,1.43,0.96,0.403,10.66,0.022,0.282,15:57:24,0.268,0,0,0.114,0.022,0.136,1
16431,7/27/2016,16:05:00,120.73,12.03,16:04:01,10.66,0.022,0.281,16:04:01,0.268,1.432,0.96,0.404,120.73,12.03,16:04:01,10.66,0.022,0.281,16:04:01,0.268,1.432,0.96,0.404,120.73,12.03,16:04:01,10.66,0.022,0.281,16:04:01,0.268,1.432,0.96,0.404,10.66,0.022,0.281,16:04:01,0.268,0,0,0.114,0.022,0.136,1
16432,7/27/2016,16:10:00,120.655,11.99,16:06:54,10.66,0.022,0.281,16:06:54,0.269,1.43,0.96,0.403,120.655,11.99,16:06:54,10.66,0.022,0.281,16:06:54,0.269,1.43,0.96,0.403,120.655,11.99,16:06:54,10.66,0.022,0.281,16:06:54,0.269,1.43,0.96,0.403,10.66,0.022,0.281,16:06:54,0.269,0,0,0.114,0.022,0.136,1
16433,7/27/2016,16:15:00,120.777,12.09,16:14:48,10.66,0.023,0.289,16:14:48,0.271,1.433,0.96,0.404,120.777,12.09,16:14:48,10.66,0.023,0.289,16:14:48,0.271,1.433,0.96,0.404,120.777,12.09,16:14:48,10.66,0.023,0.289,16:14:48,0.271,1.433,0.96,0.404,10.66,0.023,0.289,16:14:48,0.271,0,0,0.115,0.023,0.138,1
16434,7/27/2016,16:20:00,120.905,12.05,16:16:47,10.67,0.023,0.287,16:16:47,0.273,1.435,0.96,0.405,120.905,12.05,16:16:47,10.67,0.023,0.287,16:16:47,0.273,1.435,0.96,0.405,120.905,12.05,16:16:47,10.67,0.023,0.287,16:16:47,0.273,1.435,0.96,0.405,10.67,0.023,0.287,16:16:47,0.273,0,0,0.115,0.023,0.138,1
16435,7/27/2016,16:25:00,120.779,11.97,16:20:01,10.65,0.022,0.28,16:20:01,0.27,1.431,0.96,0.403,120.779,11.97,16:20:01,10.65,0.022,0.28,16:20:01,0.27,1.431,0.96,0.403,120.779,11.97,16:20:01,10.65,0.022,0.28,16:20:01,0.27,1.431,0.96,0.403,10.65,0.022,0.28,16:20:01,0.27,0,0,0.114,0.022,0.136,1
16436,7/27/2016,16:30:00,120.868,12.02,16:27:50,10.66,0.023,0.289,16:27:50,0.272,1.434,0.96,0.404,120.868,12.02,16:27:50,10.66,0.023,0.289,16:27:50,0.272,1.434,0.96,0.404,120.868,12.02,16:27:50,10.66,0.023,0.289,16:27:50,0.272,1.434,0.96,0.404,10.66,0.023,0.289,16:27:50,0.272,0,0,0.115,0.023,0.138,1
16437,7/27/2016,16:35:00,120.917,12.01,16:31:38,10.66,0.023,0.296,16:31:38,0.273,1.434,0.96,0.405,120.917,12.01,16:31:38,10.66,0.023,0.296,16:31:38,0.273,1.434,0.96,0.405,120.917,12.01,16:31:38,10.66,0.023,0.296,16:31:38,0.273,1.434,0.96,0.405,10.66,0.023,0.296,16:31:38,0.273,0,0,0.115,0.023,0.138,1
16438,7/27/2016,16:40:00,120.976,12.09,16:35:50,10.66,0.023,0.291,16:35:50,0.271,1.435,0.96,0.405,120.976,12.09,16:35:50,10.66,0.023,0.291,16:35:50,0.271,1.435,0.96,0.405,120.976,12.09,16:35:50,10.66,0.023,0.291,16:35:50,0.271,1.435,0.96,0.405,10.66,0.023,0.291,16:35:50,0.271,0,0,0.115,0.023,0.138,1
16439,7/27/2016,16:45:00,121.075,12.01,16:41:06,10.67,0.022,0.288,16:41:06,0.269,1.437,0.96,0.406,121.075,12.01,16:41:06,10.67,0.022,0.288,16:41:06,0.269,1.437,0.96,0.406,121.075,12.01,16:41:06,10.67,0.022,0.288,16:41:06,0.269,1.437,0.96,0.406,10.67,0.022,0.288,16:41:06,0.269,0,0,0.115,0.022,0.137,1
16440,7/27/2016,16:50:00,121.161,12.09,16:49:29,10.68,0.022,0.288,16:49:29,0.265,1.438,0.96,0.406,121.161,12.09,16:49:29,10.68,0.022,0.288,16:49:29,0.265,1.438,0.96,0.406,121.161,12.09,16:49:29,10.68,0.022,0.288,16:49:29,0.265,1.438,0.96,0.406,10.68,0.022,0.288,16:49:29,0.265,0,0,0.115,0.022,0.137,1
16441,7/27/2016,16:55:00,121.152,12.01,16:50:06,10.68,0.023,0.282,16:50:06,0.27,1.438,0.96,0.406,121.152,12.01,16:50:06,10.68,0.023,0.282,16:50:06,0.27,1.438,0.96,0.406,121.152,12.01,16:50:06,10.68,0.023,0.282,16:50:06,0.27,1.438,0.96,0.406,10.68,0.023,0.282,16:50:06,0.27,0,0,0.115,0.023,0.138,1
16442,7/27/2016,17:00:00,121.309,12.02,16:57:29,10.68,0.023,0.288,16:57:29,0.272,1.441,0.96,0.408,121.309,12.02,16:57:29,10.68,0.023,0.288,16:57:29,0.272,1.441,0.96,0.408,121.309,12.02,16:57:29,10.68,0.023,0.288,16:57:29,0.272,1.441,0.96,0.408,10.68,0.023,0.288,16:57:29,0.272,0,0,0.115,0.023,0.138,1
16443,7/27/2016,17:05:00,121.929,12.08,17:04:05,10.74,0.023,0.286,17:04:05,0.27,1.455,0.96,0.413,121.929,12.08,17:04:05,10.74,0.023,0.286,17:04:05,0.27,1.455,0.96,0.413,121.929,12.08,17:04:05,10.74,0.023,0.286,17:04:05,0.27,1.455,0.96,0.413,10.74,0.023,0.286,17:04:05,0.27,0,0,0.116,0.023,0.139,1
16444,7/27/2016,17:10:00,121.842,12.04,17:09:35,10.73,0.023,0.288,17:09:35,0.275,1.454,0.96,0.413,121.842,12.04,17:09:35,10.73,0.023,0.288,17:09:35,0.275,1.454,0.96,0.413,121.842,12.04,17:09:35,10.73,0.023,0.288,17:09:35,0.275,1.454,0.96,0.413,10.73,0.023,0.288,17:09:35,0.275,0,0,0.116,0.023,0.139,1
16445,7/27/2016,17:15:00,121.921,12.07,17:14:08,10.73,0.023,0.295,17:14:08,0.278,1.456,0.96,0.414,121.921,12.07,17:14:08,10.73,0.023,0.295,17:14:08,0.278,1.456,0.96,0.414,121.921,12.07,17:14:08,10.73,0.023,0.295,17:14:08,0.278,1.456,0.96,0.414,10.73,0.023,0.295,17:14:08,0.278,0,0,0.116,0.023,0.139,1
16446,7/27/2016,17:20:00,121.956,12.11,17:19:48,10.73,0.023,0.291,17:19:48,0.276,1.456,0.96,0.414,121.956,12.11,17:19:48,10.73,0.023,0.291,17:19:48,0.276,1.456,0.96,0.414,121.956,12.11,17:19:48,10.73,0.023,0.291,17:19:48,0.276,1.456,0.96,0.414,10.73,0.023,0.291,17:19:48,0.276,0,0,0.116,0.023,0.139,1
16447,7/27/2016,17:25:00,121.779,12.03,17:23:15,10.71,0.023,0.288,17:23:15,0.276,1.452,0.96,0.412,121.779,12.03,17:23:15,10.71,0.023,0.288,17:23:15,0.276,1.452,0.96,0.412,121.779,12.03,17:23:15,10.71,0.023,0.288,17:23:15,0.276,1.452,0.96,0.412,10.71,0.023,0.288,17:23:15,0.276,0,0,0.116,0.023,0.139,1
16448,7/27/2016,17:30:00,121.906,12.07,17:26:24,10.72,0.023,0.291,17:26:24,0.277,1.454,0.96,0.414,121.906,12.07,17:26:24,10.72,0.023,0.291,17:26:24,0.277,1.454,0.96,0.414,121.906,12.07,17:26:24,10.72,0.023,0.291,17:26:24,0.277,1.454,0.96,0.414,10.72,0.023,0.291,17:26:24,0.277,0,0,0.116,0.023,0.139,1
16449,7/27/2016,17:35:00,121.974,12.05,17:33:40,10.72,0.023,0.291,17:33:40,0.277,1.456,0.96,0.415,121.974,12.05,17:33:40,10.72,0.023,0.291,17:33:40,0.277,1.456,0.96,0.415,121.974,12.05,17:33:40,10.72,0.023,0.291,17:33:40,0.277,1.456,0.96,0.415,10.72,0.023,0.291,17:33:40,0.277,0,0,0.116,0.023,0.139,1
16450,7/27/2016,17:40:00,121.96,12.1,17:39:53,10.05,0.026,0.627,17:39:53,0.317,1.392,0.95,0.435,121.96,12.1,17:39:53,10.05,0.026,0.627,17:39:53,0.317,1.392,0.95,0.435,121.96,12.1,17:39:53,10.05,0.026,0.627,17:39:53,0.317,1.392,0.95,0.435,10.05,0.026,0.627,17:39:53,0.317,0,0,0.109,0.026,0.135,1
16451,7/27/2016,17:45:00,122.031,12.03,17:43:01,7.01,0.04,1.208,17:43:01,0.484,1.106,0.87,0.526,122.031,12.03,17:43:01,7.01,0.04,1.208,17:43:01,0.484,1.106,0.87,0.526,122.031,12.03,17:43:01,7.01,0.04,1.208,17:43:01,0.484,1.106,0.87,0.526,7.01,0.04,1.208,17:43:01,0.484,0,0,0.078,0.04,0.118,1
16452,7/27/2016,17:50:00,121.952,12.02,17:49:16,8.38,0.034,0.626,17:49:16,0.407,1.234,0.92,0.485,121.952,12.02,17:49:16,8.38,0.034,0.626,17:49:16,0.407,1.234,0.92,0.485,121.952,12.02,17:49:16,8.38,0.034,0.626,17:49:16,0.407,1.234,0.92,0.485,8.38,0.034,0.626,17:49:16,0.407,0,0,0.092,0.034,0.126,1
16453,7/27/2016,17:55:00,122.175,12.06,17:51:23,8.89,0.032,0.817,17:51:23,0.381,1.285,0.93,0.472,122.175,12.06,17:51:23,8.89,0.032,0.817,17:51:23,0.381,1.285,0.93,0.472,122.175,12.06,17:51:23,8.89,0.032,0.817,17:51:23,0.381,1.285,0.93,0.472,8.89,0.032,0.817,17:51:23,0.381,0,0,0.098,0.032,0.13,1
16454,7/27/2016,18:00:00,122.227,12.03,17:57:59,7.07,0.04,0.647,17:57:59,0.485,1.113,0.87,0.527,122.227,12.03,17:57:59,7.07,0.04,0.647,17:57:59,0.485,1.113,0.87,0.527,122.227,12.03,17:57:59,7.07,0.04,0.647,17:57:59,0.485,1.113,0.87,0.527,7.07,0.04,0.647,17:57:59,0.485,0,0,0.079,0.04,0.119,1
16455,7/27/2016,18:05:00,122.239,12.04,18:01:50,7.18,0.04,0.63,18:01:50,0.478,1.124,0.88,0.524,122.239,12.04,18:01:50,7.18,0.04,0.63,18:01:50,0.478,1.124,0.88,0.524,122.239,12.04,18:01:50,7.18,0.04,0.63,18:01:50,0.478,1.124,0.88,0.524,7.18,0.04,0.63,18:01:50,0.478,0,0,0.08,0.04,0.12,1
16456,7/27/2016,18:10:00,122.244,12.01,18:08:30,10.74,0.023,0.285,18:08:30,0.277,1.461,0.96,0.417,122.244,12.01,18:08:30,10.74,0.023,0.285,18:08:30,0.277,1.461,0.96,0.417,122.244,12.01,18:08:30,10.74,0.023,0.285,18:08:30,0.277,1.461,0.96,0.417,10.74,0.023,0.285,18:08:30,0.277,0,0,0.117,0.023,0.14,1
16457,7/27/2016,18:15:00,122.224,12.01,18:13:04,7.59,0.038,0.659,18:13:04,0.453,1.162,0.89,0.511,122.224,12.01,18:13:04,7.59,0.038,0.659,18:13:04,0.453,1.162,0.89,0.511,122.224,12.01,18:13:04,7.59,0.038,0.659,18:13:04,0.453,1.162,0.89,0.511,7.59,0.038,0.659,18:13:04,0.453,0,0,0.084,0.038,0.122,1
16458,7/27/2016,18:20:00,122.543,12.07,18:19:53,9.92,0.027,0.633,18:19:53,0.327,1.388,0.95,0.444,122.543,12.07,18:19:53,9.92,0.027,0.633,18:19:53,0.327,1.388,0.95,0.444,122.543,12.07,18:19:53,9.92,0.027,0.633,18:19:53,0.327,1.388,0.95,0.444,9.92,0.027,0.633,18:19:53,0.327,0,0,0.109,0.027,0.136,1
